
lon   lat
397,   220
397,   221
397,   222
397,   223
397,   224
397,   225
397,   226
398,   226
398,   228
397,   229
397,   230
396,   231
396,   232
397,   233
397,   234
397,   235
397,   236
397,   237
397,   238
397,   239
396,   240
396,   241
396,   242
395,   243
395,   244
395,   245
394,   246
393,   247
392,   248
391,   249
385,   250
386,   250
389,   250
390,   250
387,   251
388,   251
385,   251
384,   252
382,   253
384,   253
382,   254
381,   254
381,   255
381,   256
381,   257
381,   258
381,   259
382,   260
382,   261
381,   262
381,   263
381,   264
382,   265
382,   266
381,   267
381,   268
381,   269
382,   270
381,   271
381,   272
381,   273
381,   274
380,   275
380,   276
380,   277
380,   278
380,   279
379,   280
377,   281
378,   281
376,   282
374,   283
375,   283
372,   284  
373,   284
371,   285
370,   286
370,   287
369,   288
368,   289
367,   290
366,   291
364,   292
365,   292
363,   292
362,   293
362,   294
363,   295
363,   296
363,   297
363,   298
363,   299
363,   300
364,   301
364,   302
364,   303
363,   304
364,   305
364,   306
363,   307
362,   308
362,   309
361,   310
361,   311
360,   312
360,   313
360,   314
357,   314
359,   315
357,   316
356,   317
356,   318
355,   319
354,   320
353,   321
352,   322
352,   323
352,   324
351,   325
350,   326
349,   327
348,   328
345,   329
346,   329
347,   329
345,   330
344,   331
343,   332
342,   333
341,   334
340,   335
340,   336
341,   336
341,   338
341,   339
341,   340
341,   341
342,   342
342,   343
341,   344
341,   345
340,   346
339,   347
343,   348
343,   349
343,   350
344,   351
344,   352
345,   353
345,   354
345,   355
344,   356
344,   357
342,   358
343,   358
340,   359
341,   359
339,   360
336,   361
337,   361
338,   361
335,   362
335,   363
335,   364
335,   365
334,   366
330,   367
331,   367
332,   367
333,   367
329,   368
328,   369
327,   370
328,   371
328,   372
328,   373
327,   374
327,   375
327,   376
327,   377
327,   378
326,   379
326,   380
326,   381
326,   382
325,   383
325,   384
324,   385
323,   386
322,   387
319,   388
320,   388
321,   388
318,   389
318,   390
317,   391
317,   392
316,   393
316,   394
315,   395
314,   396
314,   397
314,   398
313,   399
313,   400
313,   401
313,   402
312,   403
312,   404
312,   405
312,   406
312,   407
312,   408
311,   409
311,   410
311,   411
311,   412
313,   412
312,   414
311,   415
312,   416
312,   417
311,   418
311,   419
310,   420
309,   421
303,   422
305,   422
306,   422
307,   422
308,   422
303,   423
303,   424
303,   425
303,   426
303,   427
302,   428
302,   429
302,   430
304,   430
304,   432
304,   433
304,   434
303,   435
303,   436
303,   437
303,   438
303,   439
303,   440
302,   441
302,   442
302,   443
301,   444
301,   445
300,   446
300,   447
300,   448
300,   449
299,   450
298,   451
298,   452
297,   453
297,   454
296,   455
295,   456
294,   457
294,   458
293,   459
292,   460
291,   461
291,   462
290,   463
289,   464
288,   465
287,   466
287,   467
285,   468
286, 468
283,   469
284, 469
282,   470
281,   471
281,   472
280,   473
279,   474
277,   475
278,   475
274,   476
275,   476
276,   476
273,   477
273,   478
272,   479
271,   480
270,   481
269,   482
267,   483
268,   483
266,   484
265,   485
264,   486
260,   487
261,   487
262,   487
263,   487
259,   488
257,   489
258,   489
256,   490
255,   491
254,   492
252,   493
253,   493
252,   494
235,   495
236,   495
250,   495
251,   495
233,   496
234,   496
236,   496
249,   496
231,   497
232,   497
247,   497
248,   497
238,   498
239,   498
242,   498
243,   498
244,   498
245,   498
246,   498
229,   499
239,   499
241,   499
229,   500
230,   501
231,   502
231,   503
231,   504
230,   505
230,   506
229,   507
229,   508
228,   509
228,   510
228,   511
227,   512
