
lon   lat
226,   513
226,   514
225,   515
224,   516
203,   517
204,   517
223,   517
201,   518
202,   518
204,   518
206,   518
207,   518
221,   518
222,   518
196,   519
197, 519
198, 519
199, 519
200, 519
208, 519
209, 519
210, 519
211, 519
212, 519
213, 519
214, 519
215, 519
216, 519
217, 519
218, 519
219, 519
220, 519
193,   520
194, 520
195, 520
190,   521
191, 521
192, 521
189,   522
183, 523
184, 523
186,   523
187, 523
188, 523
182,   524
185, 523
181,   525
180,   526
179,   527
177,   528
178, 528
176,   529
176,   530
175,   531
175,   532
175,   533
175,   534
174,   535
171,   536
172, 536
173, 536
170,   537
169,   538
167,   539
168, 539
166,   540
165,   541
163,   542
164, 542
162,   543
160,   544
161, 544
157,   545
158, 545
159, 545
137, 546
142, 546
143, 546
144, 546
145, 546
146, 546
147, 546
155,   546
156, 546
133,   547
134, 547
135, 547
136, 547
138, 546
139, 547
140, 547
141, 547
148, 547
149, 547
150, 547
151, 547
152, 547
153, 547
154, 547
130, 548
131, 548
132, 548
100, 549
101, 549
128, 549
129, 549
98 , 550
99 , 550
102, 550
103, 550
104, 550
105, 550
106, 550
110, 550
122, 550
124, 550
125, 550
126, 550
127, 550
97 , 551
107, 551
108, 551
109, 551
111, 551
112, 551
113, 551
114, 551
115, 551
116, 551
117, 551
118, 551
119, 551
120, 551
121, 551
123, 551
96 ,  552
96 ,  553
95 ,  554
94 ,  555
91 ,  556
92 ,  556
93 ,  556
87 ,  557
89 ,  557
90 ,  557
87 ,  558
87 ,  559
87 ,  560
87 ,  561
88 ,  562
88 ,  563
89 ,  564
89 ,  565
89 ,  566
89 ,  567
89 ,  568
88 ,  569
88 ,  570
87 ,  571
87 ,  572
88 ,  573
88 ,  574
88 ,  575
89 ,  576
89 ,  577
89 ,  578
89 ,  579
88 ,  580
87 ,  581
86 ,  582
85 ,  583
85 ,  584
86 ,  585
86 ,  586
86 ,  587
87 ,  588
87 ,  589
87 ,  590
87 ,  591
87 ,  592
87 ,  593
88 ,  594
88 ,  595
88 ,  596
87 ,  597
87 ,  598
87 ,  599
86 ,  600
84 ,  601
85 ,  601
78 ,  602
79 ,  602
83 ,  602
76 ,  603
77 ,  603
80 ,  603
81 ,  603
82 ,  603
74 ,  604
75 ,  604
73 ,  605
72 ,  606
71 ,  607
71 ,  608
71 ,  609
71 ,  610
72 ,  611
